WaterTankDHW,NG_Cogeneration,Air_Conditioner_Air,Battery,HeatPump_Air,ElectricalHeater_DHW,WaterTankSH,ElectricalHeater_SH,PV,NG_Boiler,ThermalSolar,HeatPump_Geothermal
0.0,76.6555806242,0.0,0.0,0.0,0.0,7.25177507099,0.0,395.2872114,0.0,0.0,205.85899995316
0.0,78.98349802901,0.0,0.0,0.0,0.0,7.47200082972,0.0,295.3890862,0.0,0.0,210.9392272
0.0,0.0,0.0,0.0,0.0,0.0,1.04011394567,0.0,53.4139785,0.0,10.99462374936,24.155355
0.0,0.0,0.0,0.0,0.0,0.0,0.98503787537,0.0,45.44890232,0.0,10.4124368908,23.10678
0.0,0.0,0.0,0.0,0.0,0.0,1.14984177096,0.0,45.6416473,0.0,12.15451220095,27.471394
0.0,0.0,0.0,0.0,0.0,0.0,0.55901372196,0.0,33.8706145,0.0,5.90910791001,13.1451904
0.0,0.0,0.0,0.0,0.0,0.0,1.60655477191,0.0,66.14557956,0.0,16.98224057419,38.382929
0.0,31.82465240824,0.0,0.0,0.0,0.0,3.01067735836,0.0,119.40038856,0.0,0.0,83.57561280281
0.0,92.57947468424,0.0,0.0,0.0,0.0,8.75820809305,0.0,372.6254842,0.0,0.0,242.33196813646
0.0,0.0,0.0,0.0,0.0,0.0,1.35401933053,0.0,56.95816376,0.0,14.31279058462,32.349492
0.0,0.0,0.0,0.0,0.0,0.0,0.74203672612,0.0,75.0022656,0.0,7.84377004645,17.2998352
0.0,0.0,0.0,0.0,0.0,0.0,1.32236089431,0.0,96.29108786,0.0,13.97814206256,30.826834
0.0,44.02300294619,0.0,0.0,0.0,0.0,4.16466632587,0.0,173.32511964,0.0,0.0,109.38025402753
0.0,0.0,0.0,0.0,0.0,0.0,0.78884839308,0.0,101.52414304,0.0,8.33859724049,19.6153775712
0.0,83.89870980675,0.0,0.0,0.0,0.0,7.93698994007,0.0,146.23480774,0.0,0.0,207.190794
0.0,0.0,0.0,0.0,0.0,0.0,0.72139466628,0.0,43.84617714,0.0,7.62557118248,16.944972
0.0,0.0,0.0,0.0,0.0,0.0,0.91958595359,0.0,59.61973376,0.0,9.72057110377,21.5097685
0.0,0.0,0.0,0.0,0.0,0.0,0.55953422009,0.0,48.27123808,0.0,5.91460988522,13.2509376
0.0,0.0,0.0,0.0,0.0,0.0,0.99665053902,0.0,75.40000784,0.0,10.5351896605,23.235151
0.0,0.0,0.0,0.0,0.0,0.0,0.52993696997,0.0,52.73873096,0.0,5.60174932749,12.5607846
0.0,0.0,0.0,0.0,0.0,0.0,1.13951514277,0.0,44.62388964,0.0,12.04535359193,27.240072
0.0,0.0,0.0,0.0,0.0,0.0,1.4712295313,0.0,57.42227152,0.0,15.55177220046,34.6658895
0.0,0.0,0.0,0.0,0.0,0.0,1.87347854053,0.0,69.85340196,0.0,19.8037837502,44.7601715
0.0,0.0,0.0,0.0,0.0,0.0,0.53357750919,0.0,55.5039408,0.0,5.64023199486,12.6317064
